6.60,2.00,-7.44,0.03,-0.00,-0.04,27.62,480,408,304,339,371
END
6.50,2.05,-7.39,0.04,0.00,-0.04,27.62,480,408,304,340,371
6.40,2.01,-7.34,0.03,-0.00,-0.04,27.50,480,408,304,339,371
6.60,2.02,-7.47,0.03,0.02,-0.03,27.50,480,408,304,339,371
6.67,2.08,-7.39,0.03,-0.01,-0.04,27.62,480,407,305,339,371
6.58,2.06,-7.47,0.04,-0.00,-0.04,27.62,480,408,304,339,371
6.36,2.06,-7.36,0.03,0.00,-0.03,27.62,480,408,304,339,371
6.45,2.11,-7.34,0.04,0.00,-0.04,27.62,480,408,304,339,371
6.40,1.97,-7.24,0.04,0.00,-0.04,27.62,480,408,304,339,371
6.51,2.15,-7.34,0.03,0.00,-0.04,27.62,480,408,304,339,371
6.53,2.11,-7.39,0.04,0.00,-0.04,27.50,480,408,304,339,371
6.40,2.01,-7.16,0.03,-0.00,-0.04,27.50,480,408,304,339,371
6.58,2.15,-7.47,0.03,-0.00,-0.04,27.62,480,408,304,339,371
6.38,2.04,-7.32,0.04,-0.00,-0.04,27.62,480,408,304,340,371
6.51,2.15,-7.48,0.03,-0.00,-0.04,27.50,480,407,304,339,371
6.47,2.04,-7.42,0.03,-0.00,-0.03,27.62,480,408,304,339,371
6.63,1.97,-7.33,0.04,0.00,-0.04,27.62,480,407,304,339,371
6.47,2.10,-7.48,0.02,-0.01,-0.03,27.62,480,408,304,339,371
6.36,2.01,-7.43,0.03,-0.00,-0.03,27.62,480,408,304,339,371
6.60,2.18,-7.47,0.03,-0.00,-0.04,27.62,480,408,304,339,371
6.47,2.09,-7.31,0.04,0.00,-0.03,27.62,480,408,304,339,371
6.45,1.97,-7.29,0.04,0.00,-0.04,27.62,480,408,304,339,371
6.47,2.12,-7.45,0.03,-0.00,-0.03,27.62,480,408,304,339,371
6.52,2.06,-7.33,0.03,-0.00,-0.03,27.62,480,408,304,339,371
6.42,2.15,-7.31,0.03,0.00,-0.03,27.75,480,408,304,339,371
6.40,2.08,-7.34,0.03,0.00,-0.03,27.62,480,408,304,339,371
6.39,2.13,-7.24,0.03,-0.00,-0.04,27.75,480,408,304,339,371
6.48,2.02,-7.43,0.04,0.00,-0.04,27.62,480,407,304,339,371
6.58,2.15,-7.53,0.03,-0.00,-0.03,27.62,480,408,304,339,371
6.46,2.00,-7.29,0.03,-0.01,-0.04,27.62,480,408,304,339,371
6.30,1.96,-7.16,0.03,-0.00,-0.03,27.75,480,408,304,339,371
6.35,2.10,-7.36,0.03,0.00,-0.03,27.62,480,408,304,339,371
6.47,2.20,-7.34,0.03,0.00,-0.03,27.62,480,408,304,339,371
6.51,2.09,-7.21,0.04,0.00,-0.04,27.62,480,408,304,339,371
6.38,2.05,-7.34,0.03,0.00,-0.04,27.62,480,407,304,339,371
END
6.53,2.20,-7.36,0.02,-0.00,-0.03,27.62,479,407,304,339,371
6.51,2.10,-7.29,0.03,-0.00,-0.04,27.62,479,407,304,339,371
6.47,2.10,-7.33,0.03,-0.01,-0.03,27.62,480,408,304,339,371
6.42,1.99,-7.33,0.02,-0.00,-0.04,27.62,480,408,304,339,371
6.52,2.17,-7.30,0.03,0.00,-0.04,27.75,480,407,304,339,371
6.55,2.12,-7.30,0.04,0.00,-0.04,27.62,480,408,304,339,371
6.32,2.08,-7.03,0.02,-0.01,-0.03,27.62,480,408,304,339,371
6.46,2.09,-7.42,0.02,0.00,-0.04,27.62,480,408,304,339,371
6.56,2.12,-7.30,0.04,-0.01,-0.04,27.62,479,407,304,339,371
6.50,2.02,-7.59,0.02,-0.01,-0.04,27.62,479,407,304,339,371
6.43,2.14,-6.94,0.03,-0.00,-0.03,27.75,479,407,304,339,371
6.40,2.06,-7.47,0.02,-0.01,-0.04,27.62,479,407,304,339,371
6.38,2.10,-7.37,0.04,-0.00,-0.04,27.62,479,407,304,339,371
6.35,2.10,-7.34,0.03,0.00,-0.04,27.62,479,408,304,339,371
6.38,2.07,-7.26,0.03,0.01,-0.04,27.75,480,408,304,339,371
6.41,2.12,-7.34,0.02,0.01,-0.04,27.75,480,408,304,339,371
6.42,2.10,-7.17,0.05,0.00,-0.04,27.75,479,408,304,339,371
6.47,1.96,-7.39,0.03,0.00,-0.04,27.50,480,407,304,339,371
6.53,2.18,-7.55,0.04,-0.00,-0.04,27.62,479,407,304,339,371
6.46,2.05,-7.38,0.03,-0.00,-0.03,27.62,479,407,304,339,371
6.34,2.12,-7.43,0.03,-0.00,-0.04,27.62,479,407,304,340,371
6.39,2.07,-7.21,0.03,-0.00,-0.04,27.62,479,407,304,339,371
6.35,2.04,-7.24,0.03,0.00,-0.04,27.50,479,407,304,339,371
6.52,2.21,-7.36,0.03,-0.00,-0.04,27.50,479,408,304,340,371
6.36,2.14,-7.31,0.03,-0.00,-0.04,27.50,480,407,304,339,371
6.36,2.09,-7.38,0.03,0.00,-0.03,27.50,479,407,304,340,371
6.55,2.19,-7.47,0.02,0.01,-0.03,27.50,479,408,304,340,371
6.41,2.17,-7.31,0.04,-0.01,-0.04,27.50,479,407,304,340,371
6.45,1.97,-7.41,0.02,-0.00,-0.04,27.50,479,407,304,339,371
6.54,2.19,-7.52,0.03,0.00,-0.03,27.50,479,407,304,339,370
6.53,2.13,-7.65,0.04,0.00,-0.04,27.62,479,407,304,339,371
6.33,2.08,-6.91,0.03,0.00,-0.03,27.50,479,408,304,339,371
6.52,2.13,-7.70,0.03,-0.01,-0.04,27.50,479,407,304,339,371
6.37,2.13,-7.34,0.03,0.00,-0.04,27.62,479,407,304,339,371
END
6.56,2.15,-7.40,0.04,-0.00,-0.03,27.62,479,407,304,339,371
6.40,2.10,-7.30,0.03,-0.00,-0.03,27.75,479,407,304,339,371
6.35,2.18,-7.44,0.03,-0.00,-0.03,27.75,479,407,304,339,371
6.32,2.11,-7.23,0.03,0.00,-0.04,27.62,479,407,304,339,371
6.45,2.12,-7.39,0.03,0.01,-0.04,27.50,479,407,304,339,371
6.51,2.06,-7.56,0.03,0.00,-0.03,27.62,479,407,304,339,371
6.36,2.12,-7.16,0.04,0.00,-0.03,27.62,479,407,304,339,371
6.44,2.07,-7.37,0.03,0.01,-0.03,27.62,479,407,304,339,371
6.46,2.09,-7.31,0.02,-0.00,-0.04,27.62,479,407,304,339,371
6.54,2.23,-7.48,0.05,0.00,-0.04,27.62,479,407,304,339,371
6.39,2.07,-7.31,0.04,-0.00,-0.04,27.62,479,407,304,339,371
6.49,2.15,-7.44,0.03,-0.00,-0.04,27.62,479,407,304,339,371
6.49,2.18,-7.46,0.03,-0.00,-0.04,27.50,479,407,304,339,371
6.36,2.06,-7.50,0.02,-0.01,-0.04,27.50,479,407,304,339,371
6.47,2.08,-7.34,0.03,0.00,-0.03,27.50,479,407,304,339,371
6.44,2.18,-7.19,0.02,-0.02,-0.03,27.75,479,407,304,339,371
6.24,2.22,-7.47,0.02,-0.01,-0.02,27.75,479,407,304,339,371
6.26,2.18,-7.65,0.03,-0.01,-0.03,27.62,479,407,304,339,370
6.33,2.18,-7.44,0.05,0.01,-0.04,27.62,479,407,304,339,371
6.53,2.03,-7.26,0.05,0.02,-0.03,27.62,479,407,304,339,371
6.53,2.05,-7.34,0.03,-0.01,-0.03,27.75,479,407,304,339,371
6.44,2.18,-7.54,0.03,-0.00,-0.03,27.75,479,407,304,339,371
6.27,2.12,-7.38,0.04,0.01,-0.04,27.50,479,407,304,339,371
6.46,2.07,-7.24,0.04,0.00,-0.04,27.50,479,407,304,339,371
6.44,2.12,-7.29,0.03,-0.00,-0.03,27.62,479,407,304,339,371
6.32,2.18,-7.31,0.03,-0.00,-0.04,27.62,479,407,304,340,370
6.37,2.18,-7.45,0.03,0.00,-0.03,27.62,479,407,304,339,371
6.37,2.02,-7.31,0.04,0.00,-0.04,27.62,479,407,304,339,371
6.35,2.11,-7.32,0.03,0.00,-0.04,27.62,479,407,304,339,371
6.53,2.23,-7.37,0.05,0.00,-0.04,27.62,479,407,304,339,371
6.40,2.00,-7.25,0.03,-0.00,-0.03,27.62,479,407,304,339,370
6.35,2.09,-7.46,0.03,0.00,-0.03,27.62,479,407,304,339,371
6.42,2.16,-7.40,0.02,0.01,-0.04,27.62,479,407,304,339,371
6.47,2.20,-7.45,0.03,-0.00,-0.03,27.62,479,407,304,339,371
END
6.40,2.09,-7.36,0.04,-0.00,-0.04,27.62,479,407,304,339,371
6.43,2.25,-7.53,0.03,-0.01,-0.03,27.62,479,407,304,340,370
6.22,2.10,-7.21,0.03,-0.01,-0.03,27.62,479,407,304,339,371
6.35,2.13,-7.51,0.03,0.01,-0.03,27.62,479,407,304,339,370
6.55,2.17,-7.45,0.02,-0.00,-0.03,27.62,479,407,304,339,371
6.42,2.08,-7.11,0.04,0.00,-0.03,27.62,479,407,304,339,371
6.42,2.06,-7.31,0.03,-0.01,-0.03,27.62,479,407,304,339,371
6.37,2.18,-7.34,0.03,0.00,-0.04,27.62,479,407,304,339,371
6.44,2.18,-7.45,0.04,0.00,-0.04,27.62,479,407,304,339,371
6.36,2.08,-7.24,0.02,-0.00,-0.03,27.62,479,407,304,339,371
6.37,2.23,-7.49,0.03,-0.00,-0.04,27.62,478,407,304,339,371
6.36,2.08,-7.24,0.05,-0.00,-0.04,27.62,479,407,304,339,371
6.54,2.16,-7.43,0.03,0.00,-0.04,27.62,479,407,304,339,371
6.60,2.20,-7.46,0.02,0.00,-0.03,27.75,479,407,304,339,370
6.41,2.07,-7.29,0.04,-0.00,-0.04,27.62,479,407,304,339,371
6.45,2.08,-7.37,0.03,-0.00,-0.04,27.75,479,407,304,339,371
6.55,2.12,-7.39,0.03,0.01,-0.04,27.75,479,407,304,339,371
6.56,2.19,-7.47,0.03,-0.00,-0.03,27.50,479,407,304,339,371
6.42,1.96,-7.37,0.04,0.00,-0.04,27.62,479,407,304,339,371
6.43,2.08,-7.31,0.03,-0.01,-0.04,27.62,479,407,304,339,371
6.55,2.16,-7.49,0.04,0.00,-0.03,27.62,479,407,304,339,371
6.48,2.02,-7.37,0.03,-0.00,-0.04,27.62,479,407,304,339,370
6.38,1.98,-7.27,0.02,-0.00,-0.03,27.62,479,407,304,339,370
6.53,2.23,-7.45,0.03,-0.00,-0.03,27.62,479,407,304,339,371
6.83,2.12,-7.01,0.05,-0.07,-0.17,27.62,479,407,304,339,371
6.07,2.33,-7.47,0.04,0.02,-0.01,27.62,479,407,304,339,371
6.46,2.15,-7.38,0.03,0.00,-0.01,27.62,479,407,304,339,371
6.33,2.33,-7.74,0.03,0.00,-0.03,27.75,479,407,304,339,371
6.41,2.18,-7.47,0.03,0.01,-0.03,27.62,479,407,304,339,371
6.47,2.18,-7.44,0.03,0.00,-0.04,27.62,479,407,304,339,371
6.38,2.24,-7.52,0.03,0.01,-0.03,27.62,479,407,304,339,370
6.28,2.02,-7.39,0.03,0.00,-0.03,27.62,478,407,304,339,370
6.37,2.25,-7.34,0.03,0.00,-0.03,27.62,479,407,304,339,370
6.57,2.17,-7.54,0.03,0.00,-0.03,27.62,479,407,304,339,371
END
6.53,2.13,-7.28,0.03,-0.00,-0.03,27.62,478,407,304,339,371
6.37,2.14,-7.31,0.04,0.00,-0.04,27.62,479,407,304,339,371
6.52,2.19,-7.49,0.03,-0.00,-0.03,27.62,479,407,304,339,370
6.41,2.15,-7.23,0.03,0.00,-0.03,27.75,479,407,304,339,371
6.45,2.13,-7.39,0.03,-0.01,-0.03,27.62,479,407,304,339,371
6.46,2.10,-7.47,0.04,0.00,-0.03,27.62,479,407,304,339,371
6.38,2.15,-7.42,0.04,-0.00,-0.03,27.62,478,407,304,339,370
6.40,2.13,-7.36,0.03,-0.00,-0.03,27.62,478,407,304,339,370
6.48,2.13,-7.40,0.03,0.00,-0.04,27.75,478,407,304,339,370
6.31,2.10,-7.18,0.04,-0.00,-0.04,27.50,478,407,304,339,370
6.53,2.17,-7.44,0.04,-0.00,-0.04,27.75,478,407,304,339,370
6.38,2.14,-7.40,0.03,-0.00,-0.03,27.50,478,407,304,339,371
6.68,2.21,-7.44,0.01,-0.00,-0.03,27.50,479,407,304,339,370
6.33,2.15,-7.16,0.03,-0.00,-0.04,27.75,479,407,304,339,370
6.32,2.08,-7.18,0.04,0.00,-0.04,27.75,478,407,304,339,370
6.57,2.19,-7.57,0.03,-0.00,-0.03,27.75,479,407,304,339,370
6.30,2.15,-7.16,0.04,-0.00,-0.04,27.50,478,407,304,339,370
6.35,2.16,-7.37,0.03,-0.00,-0.03,27.75,478,407,304,339,370
6.42,2.10,-7.31,0.04,-0.01,-0.04,27.75,478,407,304,339,370
6.34,2.17,-7.24,0.04,-0.00,-0.04,27.75,478,407,304,339,370
6.50,2.16,-7.48,0.03,0.00,-0.03,27.62,478,407,304,339,370
6.38,2.10,-7.39,0.04,-0.00,-0.04,27.62,478,407,304,339,370
6.53,2.24,-7.34,0.03,0.00,-0.04,27.62,478,407,304,339,370
6.32,2.03,-7.26,0.03,-0.01,-0.04,27.62,478,407,304,339,370
6.36,2.02,-7.38,0.03,0.00,-0.03,27.62,478,407,304,339,370
6.53,2.23,-7.39,0.03,-0.00,-0.03,27.62,478,407,304,339,370
6.41,2.10,-7.26,0.04,0.00,-0.03,27.62,478,407,304,339,370
6.47,2.18,-7.59,0.03,0.00,-0.04,27.75,478,407,304,339,370
6.47,2.25,-7.49,0.04,-0.00,-0.04,27.75,478,407,305,339,370
6.44,2.09,-7.31,0.04,0.01,-0.04,27.50,478,407,304,339,370
6.36,2.15,-7.23,0.03,0.00,-0.03,27.62,478,407,304,339,370
6.41,2.07,-7.20,0.03,-0.01,-0.04,27.62,478,407,304,338,370
6.34,2.14,-7.31,0.02,-0.00,-0.03,27.62,478,407,304,339,370
6.39,2.17,-7.38,0.04,-0.00,-0.04,27.62,478,407,304,339,370
END
6.58,2.30,-7.87,0.03,0.00,-0.04,27.62,478,406,304,339,370
6.45,2.22,-7.36,0.03,0.00,-0.03,27.62,478,406,304,339,370
6.31,2.18,-7.17,0.03,0.00,-0.04,27.62,478,407,304,339,370
6.42,2.21,-7.31,0.03,-0.00,-0.03,27.75,478,407,304,339,370
6.38,2.06,-7.12,0.04,0.00,-0.04,27.75,478,407,304,339,370
6.47,2.07,-7.35,0.02,0.00,-0.03,27.75,478,406,304,339,370
6.42,2.25,-7.37,0.04,-0.00,-0.03,27.75,478,406,304,339,370
6.28,2.07,-7.09,0.04,-0.00,-0.04,27.62,478,407,304,339,370
6.38,2.12,-7.42,0.03,-0.00,-0.03,27.62,478,407,304,339,370
6.48,2.26,-7.59,0.03,-0.00,-0.03,27.62,478,407,304,339,370
6.49,2.11,-7.51,0.04,-0.00,-0.04,27.62,478,407,304,339,370
6.42,2.22,-7.40,0.03,-0.00,-0.03,27.62,478,407,304,339,370
6.41,2.20,-7.39,0.04,0.00,-0.04,27.87,478,406,304,339,370
6.47,2.34,-7.58,0.03,0.00,-0.03,27.75,478,406,304,339,370
6.41,2.23,-7.57,0.03,0.00,-0.03,27.75,478,407,304,339,370
6.53,2.18,-7.39,0.03,-0.00,-0.03,27.75,478,407,304,339,370
6.45,2.20,-7.54,0.02,-0.00,-0.03,27.75,478,406,304,339,370
6.42,2.22,-7.24,0.02,0.00,-0.04,27.75,478,407,304,339,370
6.41,2.18,-7.23,0.03,-0.00,-0.04,27.75,478,407,304,339,370
6.29,2.25,-7.38,0.03,0.00,-0.03,27.50,478,407,304,339,370
6.49,2.25,-7.51,0.03,0.00,-0.03,27.75,478,407,304,339,370
6.52,2.24,-7.41,0.03,0.01,-0.03,27.75,478,407,304,339,370
6.45,2.15,-7.14,0.03,-0.00,-0.03,27.75,478,406,305,339,370
6.38,2.15,-7.32,0.03,-0.01,-0.04,27.62,478,406,304,339,370
6.60,2.31,-7.65,0.03,0.00,-0.03,27.75,478,406,304,339,370
6.45,2.10,-7.27,0.03,0.01,-0.04,27.75,478,406,304,339,370
6.27,2.12,-6.96,0.03,-0.00,-0.03,27.75,478,406,304,339,370
6.38,2.12,-7.21,0.03,0.00,-0.03,27.75,478,406,304,339,370
6.39,2.15,-7.17,0.02,-0.00,-0.03,27.75,478,407,304,339,370
6.43,2.13,-7.24,0.04,-0.00,-0.04,27.50,478,407,304,339,370
6.49,2.22,-7.37,0.03,-0.00,-0.04,27.62,478,407,304,339,370
6.42,2.24,-7.33,0.03,0.00,-0.04,27.62,478,407,304,339,370
6.66,2.24,-7.68,0.03,-0.00,-0.04,27.50,478,407,304,339,370
6.30,2.08,-7.03,0.03,-0.00,-0.03,27.62,478,406,302,339,370
END
6.25,2.07,-7.24,0.04,0.00,-0.04,27.62,478,406,304,340,370
6.38,2.11,-7.07,0.03,0.00,-0.04,27.62,478,406,304,339,370
6.47,2.20,-7.44,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.45,2.22,-7.34,0.04,0.00,-0.04,27.62,478,406,304,339,370
6.49,2.19,-7.38,0.03,-0.00,-0.03,27.62,478,406,304,339,370
6.47,2.24,-7.52,0.03,-0.01,-0.03,27.62,478,406,304,339,370
6.41,2.23,-7.55,0.03,0.00,-0.03,27.62,478,406,304,339,370
6.29,2.18,-7.03,0.03,-0.00,-0.04,27.62,478,406,304,339,370
6.45,2.14,-7.67,0.03,0.00,-0.04,27.75,478,406,304,339,370
6.40,2.30,-7.46,0.03,-0.00,-0.03,27.75,478,406,304,339,370
6.41,2.18,-7.18,0.04,0.00,-0.04,27.62,477,406,304,339,370
6.44,2.15,-7.37,0.03,0.00,-0.03,27.75,477,406,304,339,370
6.47,2.27,-7.45,0.02,0.00,-0.03,27.62,477,406,304,339,370
6.40,2.27,-7.37,0.04,0.00,-0.04,27.75,478,406,304,340,370
6.25,2.12,-7.17,0.04,-0.00,-0.03,27.62,478,406,304,339,370
6.34,2.25,-7.25,0.03,-0.00,-0.04,27.50,478,407,304,339,370
6.41,2.15,-7.32,0.04,0.00,-0.04,27.62,478,406,304,339,370
6.50,2.25,-7.35,0.03,0.00,-0.03,27.62,478,406,304,339,370
6.31,2.11,-7.26,0.03,0.00,-0.04,27.62,477,406,304,339,370
6.42,2.13,-7.22,0.03,0.00,-0.03,27.62,477,406,304,339,370
6.45,2.21,-7.48,0.03,0.00,-0.04,27.62,478,406,304,339,370
6.45,2.15,-7.31,0.03,0.01,-0.03,27.62,477,406,304,339,370
6.47,2.15,-7.37,0.03,0.00,-0.04,27.62,477,406,304,339,370
6.35,2.18,-7.35,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.44,2.13,-7.38,0.02,-0.00,-0.03,27.62,478,406,304,339,370
6.55,2.35,-7.47,0.03,-0.00,-0.03,27.62,478,406,304,339,370
6.33,2.18,-7.21,0.04,-0.01,-0.04,27.62,477,406,304,339,370
6.25,2.08,-7.15,0.03,0.00,-0.03,27.62,478,406,304,339,370
6.57,2.31,-7.60,0.03,0.00,-0.03,27.62,478,406,304,339,370
6.31,2.18,-7.44,0.04,-0.01,-0.04,27.62,477,406,303,339,370
6.30,2.30,-7.30,0.03,-0.00,-0.04,27.62,477,406,304,339,370
6.55,2.22,-7.46,0.03,0.00,-0.04,27.75,477,406,304,339,370
6.37,2.27,-7.39,0.03,0.00,-0.03,27.62,477,406,304,339,370
6.53,2.33,-7.85,0.03,0.00,-0.04,27.62,477,406,304,339,370
END
6.45,2.24,-7.44,0.03,0.00,-0.04,27.62,477,406,304,340,370
6.42,2.07,-7.32,0.04,0.00,-0.03,27.62,477,406,304,339,370
6.56,2.27,-7.46,0.04,-0.01,-0.04,27.62,477,406,304,339,370
6.30,2.13,-7.21,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.28,2.06,-8.92,0.03,-0.00,-0.03,27.62,478,406,304,340,370
6.34,2.17,-7.33,0.04,-0.00,-0.03,27.62,477,406,304,339,370
6.31,2.22,-7.26,0.03,0.00,-0.03,27.75,477,406,304,339,370
6.50,2.19,-7.21,0.03,0.01,-0.04,27.75,477,406,304,339,370
6.46,2.21,-7.19,0.03,-0.00,-0.03,27.75,477,406,304,339,370
6.45,2.21,-7.42,0.03,-0.00,-0.03,27.75,477,406,304,339,370
6.58,2.19,-7.56,0.03,-0.00,-0.04,27.50,477,406,304,339,370
6.31,2.16,-7.25,0.04,0.00,-0.03,27.62,477,406,304,339,370
6.44,2.15,-7.29,0.03,0.00,-0.03,27.62,477,406,304,339,370
6.51,2.34,-7.44,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.36,2.13,-7.38,0.04,0.00,-0.04,27.62,477,406,304,339,370
6.48,2.27,-7.51,0.03,0.00,-0.04,27.50,477,406,304,339,370
6.48,2.17,-7.30,0.04,0.01,-0.03,27.62,477,406,304,339,370
6.30,2.05,-7.10,0.03,0.00,-0.03,27.75,477,406,304,339,370
6.53,2.25,-7.53,0.03,-0.00,-0.03,27.75,477,406,304,339,370
6.41,2.16,-7.42,0.03,0.00,-0.04,27.50,477,406,304,339,370
6.55,2.15,-7.36,0.04,0.00,-0.04,27.62,477,406,304,339,370
6.48,2.14,-7.35,0.03,-0.00,-0.04,27.87,477,406,304,339,370
6.47,2.19,-7.41,0.03,0.00,-0.03,27.75,477,406,304,339,370
6.36,2.18,-7.23,0.04,-0.00,-0.04,27.87,477,406,304,339,370
6.32,2.12,-7.21,0.04,0.00,-0.04,27.62,477,406,304,339,370
6.42,2.23,-7.39,0.02,-0.00,-0.03,27.62,477,406,304,339,370
6.38,2.18,-7.34,0.04,-0.00,-0.03,27.62,477,406,304,339,370
6.37,2.16,-7.42,0.03,0.00,-0.03,27.62,477,406,304,339,370
6.32,2.12,-7.09,0.05,0.00,-0.04,27.62,477,406,304,340,370
6.52,2.12,-7.06,0.03,0.00,-0.04,27.62,477,406,304,339,370
6.51,2.20,-7.43,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.40,2.12,-7.39,0.03,-0.01,-0.03,27.62,477,406,304,339,370
6.27,2.12,-7.08,0.02,-0.00,-0.03,27.62,477,406,304,339,370
6.31,2.12,-7.01,0.04,0.00,-0.04,27.50,477,406,304,339,370
END
6.52,2.20,-7.38,0.04,-0.00,-0.04,27.50,477,406,304,339,370
6.51,2.13,-7.37,0.04,-0.00,-0.03,27.62,477,406,304,339,370
6.56,2.23,-7.57,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.46,2.25,-7.34,0.03,0.00,-0.03,27.75,477,406,304,339,370
6.42,2.10,-7.23,0.04,0.00,-0.04,27.50,477,406,304,339,370
6.40,2.17,-7.30,0.03,-0.00,-0.03,27.75,477,406,304,339,370
6.50,2.16,-7.47,0.03,0.00,-0.03,27.75,477,406,304,339,370
6.39,2.13,-7.13,0.03,-0.00,-0.04,27.75,477,406,304,339,370
6.32,2.20,-7.26,0.03,-0.00,-0.03,27.75,477,406,304,339,370
6.37,2.14,-7.11,0.04,-0.00,-0.03,27.75,477,406,304,339,370
6.41,2.21,-7.29,0.03,0.00,-0.04,27.50,477,406,304,339,370
6.58,2.11,-7.36,0.03,-0.00,-0.04,27.75,477,406,304,340,370
6.39,2.25,-7.30,0.03,-0.00,-0.03,27.75,477,406,304,339,370
6.38,2.25,-7.35,0.03,-0.01,-0.03,27.87,477,406,304,339,370
6.45,2.26,-7.34,0.03,0.00,-0.03,27.62,477,406,304,339,370
6.45,2.23,-7.40,0.03,0.00,-0.04,27.62,477,406,304,339,370
6.40,2.20,-7.33,0.04,0.00,-0.04,27.62,477,406,304,339,370
6.55,2.15,-7.45,0.04,-0.00,-0.03,27.62,477,406,304,339,370
6.29,2.08,-7.04,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.44,2.20,-7.29,0.04,0.00,-0.04,27.62,477,406,304,339,370
6.63,2.25,-5.61,0.03,-0.01,-0.03,27.62,477,406,304,339,370
6.47,2.21,-7.37,0.04,-0.00,-0.04,27.50,477,406,304,339,370
6.26,2.10,-7.14,0.03,-0.00,-0.04,27.62,477,406,304,339,369
6.38,2.23,-7.19,0.03,0.00,-0.03,27.75,477,406,304,339,370
6.25,2.14,-7.17,0.03,-0.00,-0.03,27.50,477,406,304,339,370
6.23,2.18,-7.07,0.04,0.00,-0.04,27.75,477,406,304,339,370
6.42,2.12,-7.42,0.03,-0.00,-0.03,27.62,477,406,304,339,370
6.30,2.15,-7.27,0.04,0.00,-0.03,27.50,477,406,304,339,370
6.42,2.24,-7.34,0.03,0.00,-0.04,27.62,477,406,304,339,370
6.50,2.24,-7.54,0.03,0.00,-0.04,27.62,477,406,304,339,370
6.20,2.20,-6.99,0.04,0.00,-0.04,27.62,477,406,304,339,370
6.34,2.21,-7.29,0.03,0.00,-0.04,27.62,477,406,304,339,369
6.26,2.22,-7.01,0.04,0.01,-0.04,27.62,477,406,304,339,370
6.52,2.20,-7.04,0.03,0.00,-0.04,27.62,477,406,304,339,370
END
6.35,2.16,-7.16,0.04,0.00,-0.03,27.62,476,405,304,339,370
6.45,2.24,-7.29,0.03,-0.00,-0.03,27.75,476,406,304,339,370
6.32,2.15,-7.24,0.03,-0.00,-0.03,27.75,477,406,304,340,370
6.46,2.07,-7.21,0.04,0.00,-0.04,27.75,477,406,304,339,370
6.42,2.28,-7.68,0.03,-0.00,-0.03,27.75,477,406,304,339,370
