-0.92,-2.25,-9.53,0.04,-0.01,-0.04,495,467,482,522,393
-0.93,-2.23,-9.67,0.05,0.00,-0.04,495,467,482,522,393
-0.64,-2.19,-9.90,0.04,0.01,-0.07,494,467,482,522,393
-0.50,-2.24,-10.11,0.03,0.01,-0.05,494,467,482,522,393
-0.45,-2.24,-9.88,0.03,0.00,-0.04,494,467,481,521,392
-0.50,-2.17,-9.74,0.02,-0.02,-0.05,494,467,481,521,392
-0.93,-2.19,-9.74,0.03,0.00,-0.03,494,467,481,521,392
-0.59,-2.26,-9.75,0.03,0.00,-0.04,494,467,481,521,392
-0.75,-2.16,-9.93,0.05,0.01,-0.05,494,467,481,521,392
-0.85,-2.10,-9.93,0.04,0.02,-0.06,494,467,481,521,392
-0.24,-2.35,-9.85,0.05,0.02,-0.06,494,467,481,521,392
-0.22,-2.47,-9.81,0.05,0.00,-0.04,494,467,481,521,392
-0.80,-2.15,-9.78,0.03,-0.02,-0.04,494,467,481,521,392
-0.83,-2.29,-9.63,0.03,0.00,-0.03,494,466,481,521,392
-0.24,-2.26,-9.80,0.01,-0.00,-0.06,494,466,481,521,392
-0.70,-2.22,-9.56,0.05,0.00,-0.03,494,466,481,521,392
-0.83,-2.26,-9.73,0.04,-0.01,-0.03,493,466,481,521,392
-0.34,-2.38,-9.74,0.02,0.00,-0.04,493,466,480,521,392
-0.52,-2.11,-10.11,0.03,-0.00,-0.04,493,466,481,521,392
-0.66,-2.15,-9.98,0.05,-0.00,-0.05,494,466,481,521,391
-0.45,-2.53,-9.78,0.04,0.02,-0.07,493,466,481,521,392
-0.45,-2.31,-9.98,0.03,0.00,-0.03,493,466,481,521,392
-0.57,-2.32,-9.67,0.03,-0.00,-0.05,493,466,481,521,392
-0.70,-2.28,-9.81,0.03,-0.00,-0.04,493,466,480,520,392
-0.68,-2.23,-9.71,0.02,0.00,-0.06,493,466,480,520,392
-1.24,-2.19,-9.43,0.04,0.03,-0.12,493,466,480,520,391
-0.40,-2.53,-9.63,0.02,0.02,-0.03,493,466,480,520,391
-0.36,-2.43,-9.87,0.02,-0.01,-0.07,493,465,480,520,391
-0.98,-2.07,-9.82,0.05,0.01,-0.04,493,465,480,520,392
0.02,-2.46,-9.93,0.01,0.01,-0.08,493,465,480,520,391
-0.65,-2.22,-9.81,0.05,0.00,-0.03,493,466,480,520,392
-0.49,-2.38,-9.88,0.03,-0.00,-0.02,493,466,480,520,391
-0.59,-2.21,-9.69,0.03,-0.00,-0.04,493,466,480,520,391
-0.60,-2.24,-9.78,0.04,0.01,-0.04,493,465,480,520,391
-0.43,-2.41,-9.76,0.04,0.00,-0.05,493,465,480,520,391
-0.44,-2.31,-9.87,0.04,-0.00,-0.06,493,465,480,520,391
END
-0.45,-2.47,-9.97,0.02,-0.01,-0.04,491,464,478,518,389
-0.60,-2.32,-9.83,0.03,0.01,-0.04,491,464,478,518,390
-0.56,-2.45,-9.67,0.04,-0.01,-0.05,491,464,478,518,390
-0.50,-2.23,-9.88,0.03,-0.00,-0.04,491,464,478,518,390
-0.50,-2.51,-9.61,0.03,0.00,-0.04,491,464,478,518,390
-0.65,-2.39,-9.54,0.03,-0.00,-0.06,491,464,478,518,390
-0.53,-2.28,-9.69,0.04,0.00,-0.04,491,464,478,518,390
-0.53,-2.35,-9.80,0.04,0.00,-0.04,491,464,478,518,390
-0.51,-2.40,-9.69,0.04,-0.00,-0.05,491,464,478,518,390
-0.79,-2.44,-9.65,0.04,-0.01,-0.04,491,464,478,518,390
-0.37,-2.56,-9.61,0.05,0.01,-0.05,490,464,478,518,390
-0.75,-2.30,-9.69,0.04,-0.00,-0.04,490,464,478,518,390
-0.67,-2.42,-9.62,0.05,0.01,-0.02,490,464,478,518,390
-0.44,-2.38,-9.85,0.03,0.00,-0.05,490,464,478,518,389
-0.60,-2.19,-9.78,0.03,0.01,-0.04,490,463,478,517,389
-0.38,-2.20,-10.01,0.03,0.02,-0.03,490,464,478,518,389
-0.41,-2.30,-10.06,0.03,0.00,-0.06,490,464,478,518,390
-0.67,-2.31,-9.76,0.03,-0.01,-0.05,490,464,478,518,389
-0.73,-2.25,-9.83,0.04,0.01,-0.04,490,463,478,518,389
-0.23,-2.77,-9.70,0.00,0.00,-0.05,490,463,478,518,389
-0.66,-2.29,-9.81,0.04,0.00,-0.02,490,463,478,518,389
-0.30,-2.37,-9.74,0.02,-0.00,-0.04,490,463,478,517,389
-0.67,-2.34,-9.66,0.03,0.01,-0.05,490,463,478,517,389
-0.65,-2.38,-9.68,0.01,-0.01,-0.01,490,463,478,517,389
-0.36,-2.18,-9.81,0.02,-0.01,-0.03,490,463,478,517,389
-0.64,-2.11,-9.86,0.03,0.00,-0.02,490,463,478,517,389
-0.65,-2.14,-9.80,0.05,0.00,-0.03,490,463,478,517,389
-0.83,-2.31,-9.77,0.05,0.02,-0.04,490,463,478,517,389
-0.48,-2.46,-9.76,0.04,0.00,-0.04,490,463,478,517,389
-0.42,-2.15,-9.96,0.04,0.01,-0.01,490,463,478,517,389
-0.82,-2.46,-9.68,0.03,-0.00,-0.02,490,463,478,517,389
-0.57,-2.35,-9.56,0.03,0.01,-0.00,490,463,478,517,389
-0.97,-2.51,-9.54,0.01,0.02,0.05,489,463,477,517,389
-0.55,-2.21,-9.69,-0.01,0.02,0.01,489,463,477,517,389
-0.75,-2.22,-9.86,0.01,0.03,0.01,489,463,477,517,388
